pred_person,true_person,pred_rank,true_rank,pred_title_or_role,true_title_or_role,pred_organization,true_organization,line_number,source_uuid,link_to_ann
Maduegbunam,Maduegbunam,"['Major General', 'Major General']",['Major General'],"['Chief of Training and Operations (CTOP)', 'Babagana Mungono, Commander', 'Commander']",['Commander'],"['Defence Headquarters (DHQ)', 'Defence Industries Corporation']",['Defence Industries Corporation'],3,a7105b41-1e5c-4d6b-8920-ebad5d9e068c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/a7105b41-1e5c-4d6b-8920-ebad5d9e068c.txt
,Lawrence Ngubane,[],['Major General'],[],['Chief of Training and Operations'],[],['Defence Headquarters'],3,a7105b41-1e5c-4d6b-8920-ebad5d9e068c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/a7105b41-1e5c-4d6b-8920-ebad5d9e068c.txt
,Babagana Mungono,[],['Major General'],[],['Commander'],[],['Training and Doctrine Command'],3,a7105b41-1e5c-4d6b-8920-ebad5d9e068c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/a7105b41-1e5c-4d6b-8920-ebad5d9e068c.txt
O. T. Etan,O. T. Etan,['Major General'],['Major General'],['Commander'],"['Commander', 'General Officer Commanding']",['Army Headquarters Garison'],"['Army Headquarters Garison', '7 Division']",4,a7105b41-1e5c-4d6b-8920-ebad5d9e068c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/a7105b41-1e5c-4d6b-8920-ebad5d9e068c.txt
T. I. Dibi,T. I. Dibi,['Major General'],['Major General'],['General Officer Commanding'],['commander'],"['7 Division', 'Army Headquarters Garrison']",['Army Headquarters Garrison'],4,a7105b41-1e5c-4d6b-8920-ebad5d9e068c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/a7105b41-1e5c-4d6b-8920-ebad5d9e068c.txt
P. J. Isang,P. J. Isang,['Major General'],['Major General'],['Chief of Training and Operations'],['Chief of Training and Operations'],[],['DHQ'],5,a7105b41-1e5c-4d6b-8920-ebad5d9e068c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/a7105b41-1e5c-4d6b-8920-ebad5d9e068c.txt
J.A.H. Ewansia,J.A.H. Ewansia,['Major General'],['Major General'],['Commander'],['Commander'],['Joint Task Force'],"['Joint Task Force', 'Army Headquarters']",5,a7105b41-1e5c-4d6b-8920-ebad5d9e068c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/a7105b41-1e5c-4d6b-8920-ebad5d9e068c.txt
Major General Arende,Arende,[],['Major General'],['Chief of Standards and Evaluation'],[],['Army Headquarters'],['DICON'],5,a7105b41-1e5c-4d6b-8920-ebad5d9e068c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/a7105b41-1e5c-4d6b-8920-ebad5d9e068c.txt
Abdulkadir,Abdulkadir,['Major General'],['Major General'],['commander TRADOC'],['commander'],[],['TRADOC'],5,a7105b41-1e5c-4d6b-8920-ebad5d9e068c,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/a7105b41-1e5c-4d6b-8920-ebad5d9e068c.txt
Onyeabo Azubike Ihejirika,,['Lieutenant General'],[],[],[],[],[],2,7d66c675-67e2-4584-9b90-da798423a43f,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/7d66c675-67e2-4584-9b90-da798423a43f.txt
Ihejirika,,['Lieutenant General'],[],[],[],[],[],2,7d66c675-67e2-4584-9b90-da798423a43f,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/7d66c675-67e2-4584-9b90-da798423a43f.txt
Ihejirika,,['General'],[],[],[],"['41 Division Engineers', '81 Division']",[],2,7d66c675-67e2-4584-9b90-da798423a43f,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/7d66c675-67e2-4584-9b90-da798423a43f.txt
Ihejirika,,['Lieutenant General'],[],"['Commander', 'Acting General Officer Commanding']",[],"['Nigerian Army Engineers', '1 Division', 'Forces Service Star']",[],2,7d66c675-67e2-4584-9b90-da798423a43f,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/7d66c675-67e2-4584-9b90-da798423a43f.txt
HU KATSINA,,['Maj Gen'],[],[],[],[],[],8,7d66c675-67e2-4584-9b90-da798423a43f,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/7d66c675-67e2-4584-9b90-da798423a43f.txt
Ejoor,,['Maj Gen'],[],[],[],[],[],9,7d66c675-67e2-4584-9b90-da798423a43f,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/7d66c675-67e2-4584-9b90-da798423a43f.txt
MOHAMMED,,['Lt Gen'],[],[],[],[],[],16,7d66c675-67e2-4584-9b90-da798423a43f,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/7d66c675-67e2-4584-9b90-da798423a43f.txt
Kazir,,['Maj Gen'],[],[],[],[],[],18,7d66c675-67e2-4584-9b90-da798423a43f,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/7d66c675-67e2-4584-9b90-da798423a43f.txt
Ogomudia,,['Lt Gen'],[],[],[],[],[],19,7d66c675-67e2-4584-9b90-da798423a43f,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/7d66c675-67e2-4584-9b90-da798423a43f.txt
OA Azazi,,['Lt Gen'],[],[],[],[],[],20,7d66c675-67e2-4584-9b90-da798423a43f,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/7d66c675-67e2-4584-9b90-da798423a43f.txt
LN Yusuf,,['Lt Gen'],[],[],[],[],[],21,7d66c675-67e2-4584-9b90-da798423a43f,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/7d66c675-67e2-4584-9b90-da798423a43f.txt
AB Dambazau,,['Lt Gen'],[],[],[],[],[],22,7d66c675-67e2-4584-9b90-da798423a43f,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/7d66c675-67e2-4584-9b90-da798423a43f.txt
OA Ihejirika,,['Lt Gen'],[],[],[],[],[],23,7d66c675-67e2-4584-9b90-da798423a43f,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/7d66c675-67e2-4584-9b90-da798423a43f.txt
Lt Glover,,[],[],[],[],['Nigerian Army'],[],25,7d66c675-67e2-4584-9b90-da798423a43f,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/7d66c675-67e2-4584-9b90-da798423a43f.txt
Tanmi Dibi,Tanmi Dibi,['Major-Gen'],['Major-Gen.'],['General Officer Commanding'],['General Officer Commanding'],['81 Division'],['81 Division'],2,35c79a6c-48a2-47bc-8afd-c122ac3b4353,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/35c79a6c-48a2-47bc-8afd-c122ac3b4353.txt
Isibor Edet,Isibor Edet,['Major-Gen'],['Major-Gen.'],[],['GOC'],[],[],3,35c79a6c-48a2-47bc-8afd-c122ac3b4353,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/35c79a6c-48a2-47bc-8afd-c122ac3b4353.txt
So,,[],[],[],[],[],[],10,35c79a6c-48a2-47bc-8afd-c122ac3b4353,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/35c79a6c-48a2-47bc-8afd-c122ac3b4353.txt
Isibor Edet,Isibor Edet,['Major-Gen'],['Major-Gen.'],[],[],[],[],17,35c79a6c-48a2-47bc-8afd-c122ac3b4353,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/35c79a6c-48a2-47bc-8afd-c122ac3b4353.txt
Tamunomieibi Dibi,Tamunomieibi Dibi,['Maj.-Gen'],['Maj.-Gen.'],['General Officer Commanding'],['General Officer Commanding'],"['81 Division', 'Nigerian Army']",['81 Division'],2,6a288100-b0d0-4fa6-8d69-089e22d15c75,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/6a288100-b0d0-4fa6-8d69-089e22d15c75.txt
Abubakar Maikobi,Abubakar Maikobi,['Brig.-Gen'],['Brig.-Gen.'],[],[],[],[],4,6a288100-b0d0-4fa6-8d69-089e22d15c75,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/6a288100-b0d0-4fa6-8d69-089e22d15c75.txt
Sanusi Muazu,Sanusi Muazu,['Maj.- Gen'],['Maj.- Gen.'],['Commandant'],[],[],[],9,6a288100-b0d0-4fa6-8d69-089e22d15c75,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/6a288100-b0d0-4fa6-8d69-089e22d15c75.txt
Mohammed Ahmed,Mohammed Ahmed,['Lt.- Col'],['Lt.- Col.'],['Commanding Officer'],[],['192 Battalion'],['192 Battalion'],10,6a288100-b0d0-4fa6-8d69-089e22d15c75,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/6a288100-b0d0-4fa6-8d69-089e22d15c75.txt
Enobong Udoh,Enobong Udoh,['Maj.-Gen'],['Maj.-Gen.'],['General Officer Commanding'],['General Officer Commanding'],"['81 Division', '174 Battalion']",['81 Division'],4,e94b444c-331b-4c3f-a806-34299fcc4b89,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/e94b444c-331b-4c3f-a806-34299fcc4b89.txt
Moundhey Ali,Moundhey Ali,['Brig.-Gen'],['Brig.-Gen.'],['Brigade Commander'],['Brigade Commander'],[],['81 Division'],5,e94b444c-331b-4c3f-a806-34299fcc4b89,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/e94b444c-331b-4c3f-a806-34299fcc4b89.txt
Imoro Creek,,[],[],[],[],[],[],21,e94b444c-331b-4c3f-a806-34299fcc4b89,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/e94b444c-331b-4c3f-a806-34299fcc4b89.txt
John Nwoga,John Nwoga,['Major General'],['Major Genera'],['General Officer Commanding'],['General Officer Commanding'],"['3 Division Headquarters', 'Nigerian Army']",['3 Division'],2,1baf156c-948b-4c99-aad3-b079246039b8,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/1baf156c-948b-4c99-aad3-b079246039b8.txt
Ambrose Agbedo,Ambrose Agbedo,['Chief Superintendent of Police'],['Chief Superintendent of Police'],['Divisional Police Officer'],['Divisional Police Officer'],[],[],4,a5ab998f-64fd-4d7a-a0ef-6fb0b6d6c8f0,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/a5ab998f-64fd-4d7a-a0ef-6fb0b6d6c8f0.txt
Chucks Okonkwo,,[],[],[],[],[],[],6,a5ab998f-64fd-4d7a-a0ef-6fb0b6d6c8f0,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/a5ab998f-64fd-4d7a-a0ef-6fb0b6d6c8f0.txt
,Ambrose Agbedo,[],['CSP'],[],['DPO'],[],['Idimu Police Division'],11,a5ab998f-64fd-4d7a-a0ef-6fb0b6d6c8f0,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/a5ab998f-64fd-4d7a-a0ef-6fb0b6d6c8f0.txt
,Frank Mba,[],['SP'],[],['spokesman'],[],['Lagos State Police command'],11,a5ab998f-64fd-4d7a-a0ef-6fb0b6d6c8f0,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/a5ab998f-64fd-4d7a-a0ef-6fb0b6d6c8f0.txt
,Mohammed,[],[],[],[],[],[],1,0a33bba3-ef02-46e0-897c-0195d43ab626,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/0a33bba3-ef02-46e0-897c-0195d43ab626.txt
,Lt Glover,[],[],[],[],[],[],2,0a33bba3-ef02-46e0-897c-0195d43ab626,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/0a33bba3-ef02-46e0-897c-0195d43ab626.txt
Mohammed,,[],[],[],[],[],[],21,0a33bba3-ef02-46e0-897c-0195d43ab626,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/0a33bba3-ef02-46e0-897c-0195d43ab626.txt
Lt Glover,,[],[],[],[],['Nigerian Army'],[],35,0a33bba3-ef02-46e0-897c-0195d43ab626,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/0a33bba3-ef02-46e0-897c-0195d43ab626.txt
Azubike Ihejirika,Azubike Ihejirika,['Lt-Gen'],['Lt-Gen.'],['Chief of Army Staff'],['Chief of Army Staff'],"['7 Division', 'Nigerian Army']",[],2,bf7f6415-99a0-40ef-adf4-709e3d53935b,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/bf7f6415-99a0-40ef-adf4-709e3d53935b.txt
Sagir Musa,Sagir Musa,[],[],[],['Military spokesman'],[],[],6,bf7f6415-99a0-40ef-adf4-709e3d53935b,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/bf7f6415-99a0-40ef-adf4-709e3d53935b.txt
Obidah Ethan,Obidah Ethan,['Major General'],['Major General'],['Division’s General Officer Commanding'],['General Officer Commanding'],[],['7 Division'],12,bf7f6415-99a0-40ef-adf4-709e3d53935b,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/bf7f6415-99a0-40ef-adf4-709e3d53935b.txt
Chris Olukolade,,['Brig-Gen'],[],['Director of Defence Information'],[],[],[],14,bf7f6415-99a0-40ef-adf4-709e3d53935b,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/bf7f6415-99a0-40ef-adf4-709e3d53935b.txt
Texas Chukwu,Texas Chukwu,['Brigadier General'],['Brigadier General'],['Director of Army Public Relations'],['Director of Army Public Relations'],[],[],5,5719e8e1-6caf-4e8d-8365-6e92e50ed7a9,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/5719e8e1-6caf-4e8d-8365-6e92e50ed7a9.txt
,Nigerian Army,[],[],[],[],[],[],11,5719e8e1-6caf-4e8d-8365-6e92e50ed7a9,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/5719e8e1-6caf-4e8d-8365-6e92e50ed7a9.txt
Hassan Umar,Hassan Umar,['Major General'],['Major General'],['Theatre Commander'],['Theatre Commander'],['Operation Lafiya Dole'],['Operation Lafiya Dole'],2,2403f9fa-3b7c-4a5c-becc-626fe3e609b9,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/2403f9fa-3b7c-4a5c-becc-626fe3e609b9.txt
Umar,Umar,['General'],['General'],[],[],['212 Battalion'],[],4,2403f9fa-3b7c-4a5c-becc-626fe3e609b9,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/2403f9fa-3b7c-4a5c-becc-626fe3e609b9.txt
Sagir Musa,Sagir Musa,[],[],"['Deputy Director, Public Relations']","['Deputy Director, Public Relations']","['82 Division', 'Nigerian Army']",['82 Division'],3,7c04f0e2-2348-4379-a7bf-6ca7a1ab5dea,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/7c04f0e2-2348-4379-a7bf-6ca7a1ab5dea.txt
Musa,,[],[],[],[],[],[],8,7c04f0e2-2348-4379-a7bf-6ca7a1ab5dea,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/7c04f0e2-2348-4379-a7bf-6ca7a1ab5dea.txt
Adamu Abubakar,Adamu Abubakar,[],[],['General Officer Commanding'],['General Officer Commanding'],['82 Division'],['82 Division'],9,7c04f0e2-2348-4379-a7bf-6ca7a1ab5dea,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/7c04f0e2-2348-4379-a7bf-6ca7a1ab5dea.txt
Tukur Buratai,Tukur Buratai,['Lt-Gen'],['Lt-Gen.'],['Chief of Army Staff'],['Chief of Army Staff'],[],[],2,017326a6-80d1-44de-ad81-a72f47318254,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/017326a6-80d1-44de-ad81-a72f47318254.txt
Buratai,,['General'],[],[],[],"['Passing Out Parade', 'Nigerian Military School']",[],3,017326a6-80d1-44de-ad81-a72f47318254,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/017326a6-80d1-44de-ad81-a72f47318254.txt
Adeniyi Oyebade,Adeniyi Oyebade,['Maj-Gen'],['Maj-Gen.'],['General Officer Commanding'],['General Officer Commanding (GOC)'],"['1 Mechanised Division', 'Nigerian Army']",['1 Mechanised Division of the Nigerian Army'],4,017326a6-80d1-44de-ad81-a72f47318254,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/017326a6-80d1-44de-ad81-a72f47318254.txt
Joseph Shoboiki,Joseph Shoboiki,['Major General'],['Major General'],[],['GOC'],['First Mechanized Division'],['First Mechanized Division'],3,17a7a0b4-17d8-47bf-9a00-c2c1c99c5685,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/17a7a0b4-17d8-47bf-9a00-c2c1c99c5685.txt
Sunday Idoko,Sunday Idoko,['Major General'],['Major General'],['GOC Enugu'],['GOC'],[],[],3,17a7a0b4-17d8-47bf-9a00-c2c1c99c5685,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/17a7a0b4-17d8-47bf-9a00-c2c1c99c5685.txt
O.O Oshinowo,O.O Oshinowo,['Major General'],['Major General'],[],[],['Third Armoured Division'],['Third Armoured Division'],3,17a7a0b4-17d8-47bf-9a00-c2c1c99c5685,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/17a7a0b4-17d8-47bf-9a00-c2c1c99c5685.txt
Kenneth Minimah,Kenneth Minimah,[],[],['GOC'],['GOC'],['81 Division'],['81 Division'],3,17a7a0b4-17d8-47bf-9a00-c2c1c99c5685,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/17a7a0b4-17d8-47bf-9a00-c2c1c99c5685.txt
MD Mohammed,MD Mohammed,['Major General'],[],[],[],[],[],3,17a7a0b4-17d8-47bf-9a00-c2c1c99c5685,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/17a7a0b4-17d8-47bf-9a00-c2c1c99c5685.txt
OU Abdul,,['Col'],[],"['Chief of Staff, Army Public Relations']",[],[],[],7,17a7a0b4-17d8-47bf-9a00-c2c1c99c5685,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/17a7a0b4-17d8-47bf-9a00-c2c1c99c5685.txt
Abdul,,['Col'],[],[],[],[],[],8,17a7a0b4-17d8-47bf-9a00-c2c1c99c5685,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/17a7a0b4-17d8-47bf-9a00-c2c1c99c5685.txt
Azubuike Ihejirika,Azubuike Ihejirika,['Lt. General'],['Lt. General'],['Chief of Army Staff'],['Chief of Army Staff'],[],[],8,17a7a0b4-17d8-47bf-9a00-c2c1c99c5685,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/17a7a0b4-17d8-47bf-9a00-c2c1c99c5685.txt
Garba Ayodele Wahab,Garba Ayodele Wahab,['Major General'],['Major General'],"['Director of Operations, DOPs']","['Director of Operations,', 'GOC']",[],"['Army Headquarters,', 'First Mechanized Division']",9,17a7a0b4-17d8-47bf-9a00-c2c1c99c5685,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/17a7a0b4-17d8-47bf-9a00-c2c1c99c5685.txt
Jack Nwaogbo,ack Nwaogbo,['Major General'],['Major General'],['Commander'],"['Commander', 'GOC']","['Army Headquarters', 'First Mechanized Division', 'Joint Task Force', 'Third Armoured Division', '82 Division']","['Joint Task Force,', 'Third Armoured Division']",9,17a7a0b4-17d8-47bf-9a00-c2c1c99c5685,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/17a7a0b4-17d8-47bf-9a00-c2c1c99c5685.txt
Raphael Isa,Raphael Isa,['Major General'],['Major General'],"['Director, Army Public Relations', 'Provost Marshal']","['Director', 'Provost Marshal']",[],"['Army Public Relations', 'Nigeria Army,']",10,17a7a0b4-17d8-47bf-9a00-c2c1c99c5685,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/17a7a0b4-17d8-47bf-9a00-c2c1c99c5685.txt
Etim Bassey;,Etim Bassey,['Major General'],['Major General'],['Chief of Administration'],"['Commander', 'Chief of Administration,']","['Nigeria Army', 'Corps of Artillery']","['Corps of Artillery', 'Army Headquarters']",10,17a7a0b4-17d8-47bf-9a00-c2c1c99c5685,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/17a7a0b4-17d8-47bf-9a00-c2c1c99c5685.txt
MB Ibrahim,MB Ibrahim,['Major General'],['Major General'],['Commander'],['Commander'],"['Army Headquarters;', 'Special Task Force']",['Special Task Force'],10,17a7a0b4-17d8-47bf-9a00-c2c1c99c5685,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/17a7a0b4-17d8-47bf-9a00-c2c1c99c5685.txt
AT Jibrin,AT Jibrin,['Maj Gen'],['Maj Gen'],['Commander'],['Director of Military Intelligence'],[],[],10,17a7a0b4-17d8-47bf-9a00-c2c1c99c5685,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/17a7a0b4-17d8-47bf-9a00-c2c1c99c5685.txt
U Buzugbe,U Buzugbe,['Maj Gen'],['Maj Gen'],['Director of Military Intelligence'],[],['Military Secretary'],"['Military Secretary, Army']",10,17a7a0b4-17d8-47bf-9a00-c2c1c99c5685,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/17a7a0b4-17d8-47bf-9a00-c2c1c99c5685.txt
JS Zaruwa;,JS Zaruwa,['Maj Gen'],['Maj Gen'],['Director Legal Services'],[],[],"['Nigerian Army, Peace Keeping Centre']",11,17a7a0b4-17d8-47bf-9a00-c2c1c99c5685,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/17a7a0b4-17d8-47bf-9a00-c2c1c99c5685.txt
AS Agha-Okoro,AS Agha-Okoro,['Maj. Gen'],['Maj. Gen'],['Commander'],['Director Legal Services'],"['Nigerian Army, Peace Keeping Centre', 'Department of Army Training and Operations', 'Army Headquarters']","['Department of Army Training and Operations, DATOPS, Army Headquarters']",11,17a7a0b4-17d8-47bf-9a00-c2c1c99c5685,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/17a7a0b4-17d8-47bf-9a00-c2c1c99c5685.txt
